15656,IRISH WHISKIES,Jameson 12 Year,370,Pernod Ricard Usa/austin Nichols,750,12,1,,80,2006-09-01 00:00:00,80432501177,10080400000000,$29.99,44.99,359.88
15659,DECANTERS & SPECIALTY PACKAGES,Disaronno Versace w/2 Glasses,305,Mhw Ltd,750,6,1,,56,2014-10-01 00:00:00,50037094442,10050000000000,$13.86,20.79,83.16
15660,IRISH WHISKIES,Jameson Gold,370,Pernod Ricard Usa/austin Nichols,750,6,1,,80,2013-01-01 00:00:00,80432104439,10080400000000,$42.49,63.74,254.94
15667,IRISH WHISKIES,Jameson Black Barrel,370,Pernod Ricard Usa/austin Nichols,750,12,1,,80,2014-06-01 00:00:00,80432107263,10080400000000,$17.49,26.24,209.88
15669,IRISH WHISKIES,Jameson Vintage Reserve,370,Pernod Ricard Usa/austin Nichols,750,3,1,,92,2008-04-01 00:00:00,,,$132.59,198.89,397.78
1567,DECANTERS & SPECIALTY PACKAGES,Cristall Vodka Co-Pack W/martini Glass,300,Mccormick Distilling Company,1000,6,1,,80,1999-09-01 00:00:00,,,$13.06,19.59,78.33
15673,IRISH WHISKIES,Powers John Lane,370,Pernod Ricard Usa/austin Nichols,750,6,1,,92,2013-11-01 00:00:00,80432200308,10080400000000,$34.99,52.49,209.94
15674,IRISH WHISKIES,Powers Signature,370,Pernod Ricard Usa/austin Nichols,750,6,1,,92,2013-11-01 00:00:00,80432200315,10080400000000,$22.49,33.74,134.94
15676,IRISH WHISKIES,John Power & Son Irish Whiskey,370,Pernod Ricard Usa/austin Nichols,750,12,1,,80,1994-02-01 00:00:00,,,$8.63,12.95,103.55
15677,IRISH WHISKIES,Power's Irish Whiskey,370,Pernod Ricard Usa/austin Nichols,1000,12,1,,80,2006-07-01 00:00:00,80432530115,10080400000000,$16.49,24.74,197.88
15678,IRISH WHISKIES,Powers 12yo Irish Whiskey,370,Pernod Ricard Usa/austin Nichols,750,6,1,,80,2010-03-01 00:00:00,80432106150,,$17.06,25.59,102.35
15686,IRISH WHISKIES,Kilbeggan,65,Jim Beam Brands,750,12,1,,80,2012-07-01 00:00:00,80686187110,10080700000000,$15.22,22.83,182.60
15711,IRISH WHISKIES,Michael Collins Irish Whiskey,192,Sidney Frank Importing Co.,750,6,1,,80,2006-05-01 00:00:00,83089622004,10083100000000,$15.78,23.67,94.68
15714,IRISH WHISKIES,Michael Collins Irish Whiskey,192,Sidney Frank Importing Co.,603,5,1,,80,2006-05-01 00:00:00,,,$20.00,30.00,100.00
15716,IRISH WHISKIES,Michael Collins Single Malt Irish Whiskey,192,Sidney Frank Importing Co.,750,6,1,,80,2006-05-01 00:00:00,,,$22.57,33.86,135.40
15722,IRISH WHISKIES,Millars Special Reserve,10,A Hardy / U.s.a. Ltd.,750,6,1,,80,2012-05-18 00:00:00,789765000000,20789800000000,$15.00,22.50,90.00
15737,IRISH WHISKIES,2 Gingers Mini,65,Jim Beam Brands,4800,1,96,,80,2013-02-01 00:00:00,15737,15737,$45.12,67.68,45.12
15739,IRISH WHISKIES,2 Gingers,65,Jim Beam Brands,750,12,1,,80,2013-02-01 00:00:00,80686294047,15739,$12.07,18.11,144.80
1575,DECANTERS & SPECIALTY PACKAGES,Finlandia W/martini Glass,85,Brown-forman Corporation,750,6,1,,80,2001-08-01 00:00:00,,,$10.80,16.20,64.81
1576,DECANTERS & SPECIALTY PACKAGES,Finlandia With Infusion Jar,85,Brown-forman Corporation,750,6,1,,80,1999-07-01 00:00:00,,,$8.90,13.35,53.40
15772,IRISH WHISKIES,Concannon,483,The Wine Group,750,6,1,,80,2013-04-01 00:00:00,81908000170,10081900000000,$10.00,15.00,60.00
15776,IRISH WHISKIES,Bushmills Irish Whiskey,260,Diageo Americas,750,12,1,,80,1972-08-01 00:00:00,88076168985,88076175525,$13.00,19.50,155.90
15777,IRISH WHISKIES,Bushmills Irish Whiskey,260,Diageo Americas,1000,12,1,,80,1991-02-01 00:00:00,88076168992,88076175532,$16.25,24.38,194.95
15809,IRISH WHISKIES,Paddy Bee Sting Mini,370,Pernod Ricard Usa/austin Nichols,600,16,12,,70,2013-11-01 00:00:00,80432108529,10080400000000,$3.96,5.94,63.36
15810,IRISH WHISKIES,Paddy Bee Sting,370,Pernod Ricard Usa/austin Nichols,750,12,1,,70,2013-11-01 00:00:00,80432108406,10080400000000,$12.49,18.74,149.84
15813,IRISH WHISKIES,Paddy Devil's Apple Mini,370,Pernod Ricard Usa/austin Nichols,600,16,12,,70,2013-11-01 00:00:00,80432108536,10080400000000,$3.96,5.94,63.36
15814,IRISH WHISKIES,Paddy Devil's Apple,370,Pernod Ricard Usa/austin Nichols,750,12,1,,70,2013-11-01 00:00:00,80432108420,10080400000000,$12.49,18.74,149.84
15818,IRISH WHISKIES,Paddy Old Irish Whiskey,370,Pernod Ricard Usa/austin Nichols,750,12,1,,80,2013-11-01 00:00:00,80432107119,10080400000000,$12.49,18.74,149.84
15820,IRISH WHISKIES,Paddy Old Irish Whiskey,370,Pernod Ricard Usa/austin Nichols,1000,12,1,,80,2011-03-01 00:00:00,80432106594,10080400000000,$17.05,25.58,204.56
15856,IRISH WHISKIES,Redbreast 12YR,370,Pernod Ricard Usa/austin Nichols,750,6,1,,80,2012-11-01 00:00:00,80432586174,10080400000000,$31.47,47.21,188.82
15860,IRISH WHISKIES,Redbreast 15YR,370,Pernod Ricard Usa/austin Nichols,750,6,1,,92,2014-03-01 00:00:00,80432106419,10080400000000,$47.47,71.21,284.82
15862,IRISH WHISKIES,Redbreast  Cask Strength,370,Pernod Ricard Usa/austin Nichols,750,6,1,,115,2012-04-12 00:00:00,,,$31.28,46.92,187.66
1589,DECANTERS & SPECIALTY PACKAGES,Stolichnaya Gold 98 Gift,240,William Grant And Sons Inc.,750,6,1,,80,1998-10-01 00:00:00,,,$13.72,20.58,82.32
15938,IRISH WHISKIES,Tullamore Dew,240,William Grant And Sons Inc.,1000,6,1,,80,2013-12-01 00:00:00,83664872480,10083700000000,$18.50,27.75,111.00
15940,IRISH WHISKIES,Tullamore Dew Irish Whisky,240,William Grant And Sons Inc.,750,12,1,,80,1995-05-01 00:00:00,83664872466,10083700000000,$14.38,21.57,172.50
15951,BLENDED WHISKIES,Bastille Hand Crafted Whisky,357,Palm Bay Imports Inc.,750,6,1,,80,2012-10-01 00:00:00,898093000000,10898100000000,$15.00,22.50,90.00
15997,SINGLE MALT SCOTCH,Penderyn Single Malt Welsh Whiskey,330,Monsieur Henri Wines Ltd.,750,6,1,,92,2012-08-13 00:00:00,50115940005,5011590000000,$38.08,57.12,228.50
1603,DECANTERS & SPECIALTY PACKAGES,Angostura 1919 Rum Gift Pack,707,Cruzan International Inc.,750,6,1,,80,2003-08-01 00:00:00,,,$16.00,24.00,96.00
1609,FLAVORED RUM,Admiral Nelson Combo Dispenser,259,Heaven Hill Distilleries Inc.,3017,2,1,,42,2003-04-01 00:00:00,,,$20.08,30.12,40.15
16096,BOTTLED IN BOND BOURBON,Evan Williams Bottled in Bond,259,Heaven Hill Distilleries Inc.,750,12,1,,100,2014-03-01 00:00:00,96749021376,10096700000000,$8.47,12.71,101.60
1611,DECANTERS & SPECIALTY PACKAGES,Beefeater Gin W/martini Glass,490,Allied Domecq Spirits And Wine Usa,1750,6,1,,94,2000-09-13 00:00:00,,,$19.72,29.58,118.29
1618,MISCELLANEOUS SCHNAPPS,99 Bananas,55,Sazerac North America,200,12,1,,99,2011-09-23 00:00:00,,10089000000000,$2.67,4.01,32.00
16186,BOTTLED IN BOND BOURBON,J.w. Dant 100 Prf Bond Bourbon,259,Heaven Hill Distilleries Inc.,750,12,1,,100,1984-10-01 00:00:00,,,$7.87,11.81,94.40
16188,BOTTLED IN BOND BOURBON,J.w. Dant 100prf Bond Bourbon 54mo,259,Heaven Hill Distilleries Inc.,1750,6,1,,100,2006-11-01 00:00:00,,,$15.70,23.55,94.19
1622,DECANTERS & SPECIALTY PACKAGES,Vox Vodka Holiday Gift Set,65,Jim Beam Brands,750,6,1,,80,2000-08-01 00:00:00,,,$15.99,23.99,95.96
1623,DECANTERS & SPECIALTY PACKAGES,Chopin Vodka W/music,305,Mhw Ltd,750,6,1,,80,2010-07-14 00:00:00,,,$17.56,26.34,105.33
1625,DECANTERS & SPECIALTY PACKAGES,Whaler's Holiday Pack,259,Heaven Hill Distilleries Inc.,750,6,1,,70,2001-09-01 00:00:00,,,$6.94,10.41,41.65
16416,BOTTLED IN BOND BOURBON,Old Grand-Dad 100 Prf Bond Bourbon 4 Yr,65,Jim Beam Brands,750,12,1,,100,1977-11-01 00:00:00,80686408406,10080700000000,$9.97,14.96,119.60
1643,DECANTERS & SPECIALTY PACKAGES,Hennessy VS Gold Box,420,Moet Hennessy Usa Inc.,750,12,1,,80,2014-10-01 00:00:00,81753818500,10081800000000,$18.49,27.74,221.88
1649,DECANTERS & SPECIALTY PACKAGES,Bacardi 8 w/2 Glasses,35,Bacardi U.s.a. Inc.,750,6,1,,80,2014-11-01 00:00:00,80480005238,10080500000000,$10.50,15.75,63.00
16490,BOTTLED IN BOND BOURBON,Wild Turkey American Spirit 15 Year,461,Campari(skyy),750,6,1,,100,2007-12-01 00:00:00,,,$46.76,70.14,280.57
16506,,Albertson's Str Bourbon Whiskey,198,Frank-lin Distillers Products Ltd.,750,12,1,,80,1999-09-01 00:00:00,,,$4.12,6.18,49.45
16508,,Sav-On Osco Str Bourbon Whiskey,803,Levecke Corp,1750,6,1,,80,1999-09-01 00:00:00,,,$8.07,12.11,48.40
16514,STRAIGHT BOURBON WHISKIES,Ancient Age Ky Str Bourbon,421,Sazerac Co. Inc.,375,24,1,,86,1985-04-01 00:00:00,,,$2.50,3.75,59.99
16516,STRAIGHT BOURBON WHISKIES,Ancient Age Bourbon,421,Sazerac Co. Inc.,750,12,1,,80,1973-02-01 00:00:00,80244002138,10080200000000,$6.16,9.24,73.84
16517,STRAIGHT BOURBON WHISKIES,Ancient Age Bourbon,421,Sazerac Co. Inc.,1000,12,1,,80,1988-05-01 00:00:00,80244002121,10080200000000,$7.50,11.25,90.00
16518,STRAIGHT BOURBON WHISKIES,Ancient Age Bourbon,421,Sazerac Co. Inc.,1750,6,1,,80,1977-08-01 00:00:00,80244002114,10080200000000,$11.80,17.70,70.80
16536,STRAIGHT BOURBON WHISKIES,Ancient Ancient Age Ky Str Bourbon,421,Sazerac Co. Inc.,750,12,1,,90,1974-05-01 00:00:00,,10080200000000,$5.75,8.63,69.04
16538,STRAIGHT BOURBON WHISKIES,Ancient Ancient Age Ky Str Bourbon,421,Sazerac Co. Inc.,1750,6,1,,90,1977-08-01 00:00:00,,,$12.82,19.23,76.89
16562,STRAIGHT BOURBON WHISKIES,Angel's Envy Port Finished,246,Louisville Distilling Co,750,6,1,,87,2014-05-01 00:00:00,850047000000,10850000000000,$24.50,36.75,147.00
16580,STRAIGHT BOURBON WHISKIES,Baker's 7YR,65,Jim Beam Brands,750,6,1,,107,2014-03-01 00:00:00,80686015406,10080700000000,$24.67,37.01,148.02
1661,PUERTO RICO & VIRGIN ISLANDS RUM,Bacardi Light Glass On-Pack,35,Bacardi U.s.a. Inc.,750,12,1,,80,2002-08-01 00:00:00,,,$6.75,10.13,80.94
16657,STRAIGHT BOURBON WHISKIES,Barclay's Ky Str Bourbon,115,Constellation Wine Company Inc.,1000,12,1,,80,1984-11-01 00:00:00,,,$4.89,7.34,58.70
16658,STRAIGHT BOURBON WHISKIES,Barclay's Ky Str Bourbon,115,Constellation Wine Company Inc.,1750,6,1,,80,2000-08-01 00:00:00,,,$8.91,13.37,53.45
16676,STRAIGHT BOURBON WHISKIES,Basil Hayden 8YR,65,Jim Beam Brands,750,6,1,,80,2006-06-01 00:00:00,80686012405,10080700000000,$22.04,33.06,132.24
1668,DECANTERS & SPECIALTY PACKAGES,Bacardi Spice Glass Pack,35,Bacardi U.s.a. Inc.,750,6,1,,70,1996-07-01 00:00:00,,,$5.99,8.99,35.96
1669,FLAVORED RUM,Bacardi Spice Counter Unit,35,Bacardi U.s.a. Inc.,2011,120,1,,70,1996-07-01 00:00:00,,,$0.20,0.30,23.50
16706,STRAIGHT BOURBON WHISKIES,Jim Beam's Choice 5 Yr Ky Str Bbn,65,Jim Beam Brands,750,12,1,,80,1974-08-01 00:00:00,,,$9.45,14.18,113.36
16708,STRAIGHT BOURBON WHISKIES,Jim Beam's Choice 5yr Ky Str Bbn,65,Jim Beam Brands,1750,6,1,,80,1976-11-01 00:00:00,,,$14.29,21.44,85.76
1675,DECANTERS & SPECIALTY PACKAGES,Bacardi Select Glass Co-Pack,35,Bacardi U.s.a. Inc.,750,6,1,,80,1997-06-01 00:00:00,,,$6.16,9.24,36.96
1679,PUERTO RICO & VIRGIN ISLANDS RUM,Bacardi Gold Glass Pack,35,Bacardi U.s.a. Inc.,750,12,1,,80,2002-08-01 00:00:00,,,$7.02,10.53,84.19
1682,DECANTERS & SPECIALTY PACKAGES,Bacardi Spice & Tumbler,35,Bacardi U.s.a. Inc.,750,6,1,,70,1997-11-01 00:00:00,,,$5.99,8.99,35.96
16825,STRAIGHT BOURBON WHISKIES,Bird Dog Bourbon,492,Western Spirits Beverage Co. Llc,750,6,1,,80,2014-03-01 00:00:00,812459000000,20812500000000,$10.00,15.00,60.00
1683,DECANTERS & SPECIALTY PACKAGES,Bacardi Spice & Hat,35,Bacardi U.s.a. Inc.,750,6,1,,70,1997-11-01 00:00:00,,,$5.99,8.99,35.96
16849,SINGLE BARREL BOURBON WHISKIES,Blanton Ky Str Bourbon,421,Sazerac Co. Inc.,750,3,1,,93,1990-10-01 00:00:00,,,$28.20,42.30,84.60
16850,STRAIGHT BOURBON WHISKIES,Blanton's Bourbon,421,Sazerac Co. Inc.,750,6,1,,93,2013-12-01 00:00:00,80244002039,20080200000000,$28.08,42.12,168.46
16870,STRAIGHT BOURBON WHISKIES,Blue State Bourbon,259,Heaven Hill Distilleries Inc.,750,12,1,,80,2011-11-01 00:00:00,96749012527,10096700000000,$7.92,11.88,95.00
16906,STRAIGHT BOURBON WHISKIES,Booker's 6YR,65,Jim Beam Brands,750,6,1,,127,2014-03-01 00:00:00,80686011408,10080700000000,$28.93,43.40,173.58
1691,DECANTERS & SPECIALTY PACKAGES,Bacardi Limon Glass Copack,35,Bacardi U.s.a. Inc.,750,6,1,,70,2001-08-01 00:00:00,,,$7.53,11.30,45.20
1692,DECANTERS & SPECIALTY PACKAGES,Bacardi Limon Glass 6/6 Co-Pak,35,Bacardi U.s.a. Inc.,750,12,1,,70,1999-09-01 00:00:00,,,$6.93,10.40,83.10
1694,FLAVORED RUM,Bacardi Limon Glass Co-Pack,35,Bacardi U.s.a. Inc.,1750,3,1,,70,2001-11-01 00:00:00,,,$14.55,21.83,43.66
1695,IMPORTED VODKA,Boru Trinity Pack Vodka,460,Shaw Ross International Importers Ll,603,6,1,,80,1999-06-01 00:00:00,,,$15.27,22.91,91.64
1698,SPICED RUM,Admiral Nelson Spiced Rum Mini Dispenser,259,Heaven Hill Distilleries Inc.,3017,2,60,,70,2000-08-01 00:00:00,88352119892,10088400000000,$22.65,33.98,45.30
16986,STRAIGHT BOURBON WHISKIES,Bourbon Supreme Bourbon,434,Luxco-st Louis,750,12,1,,80,1994-05-01 00:00:00,,,$4.51,6.77,54.09
16987,STRAIGHT BOURBON WHISKIES,Bourbon Supreme Bourbon,434,Luxco-st Louis,1000,12,1,,80,1994-05-01 00:00:00,88352110813,10088400000000,$4.70,7.05,56.40
16988,STRAIGHT BOURBON WHISKIES,Bourbon Supreme Bourbon,434,Luxco-st Louis,1750,6,1,,80,1994-05-01 00:00:00,88352110806,10088400000000,$9.67,14.51,58.02
1701,FLAVORED RUM,Cruzan 4 Flavor Combo Pak,65,Jim Beam Brands,200,3,1,,55,2006-03-01 00:00:00,,,$20.33,30.50,61.00
1706,DECANTERS & SPECIALTY PACKAGES,Vox Vodka Holiday Gift Set,65,Jim Beam Brands,750,6,1,,80,2001-08-01 00:00:00,,,$15.99,23.99,95.96
17084,STRAIGHT BOURBON WHISKIES,Bulleit Bourbon,260,Diageo Americas,375,24,1,,90,2014-03-01 00:00:00,87000004122,82000769484,$8.24,12.36,197.76
17085,STRAIGHT BOURBON WHISKIES,Bulleit Bourbon,260,Diageo Americas,375,12,1,,90,2014-10-01 00:00:00,87000004122,82000769590,$8.24,12.36,98.88
17086,STRAIGHT BOURBON WHISKIES,Bulleit Bourbon,260,Diageo Americas,750,12,1,,90,2005-05-01 00:00:00,82000744535,82000763635,$16.50,24.75,197.91
17088,STRAIGHT BOURBON WHISKIES,Bulleit Bourbon,260,Diageo Americas,1750,6,1,,90,2011-03-01 00:00:00,87000004047,10087000000000,$25.00,37.50,149.97
1709,DECANTERS & SPECIALTY PACKAGES,Finlandia W/bloody Mary Tabasco Mix,85,Brown-forman Corporation,750,6,1,,80,2001-08-01 00:00:00,,,$10.57,15.86,63.43
17090,STRAIGHT BOURBON WHISKIES,Bulleit Bourbon 10YR,260,Diageo Americas,750,12,1,,91,2013-11-01 00:00:00,82000760832,10082000000000,$23.00,34.50,275.95
1711,DECANTERS & SPECIALTY PACKAGES,Finlandia W/bloody Mary Tabasco Mix,85,Brown-forman Corporation,1750,3,1,,80,2001-08-01 00:00:00,,,$20.11,30.17,60.33
17127,STRAIGHT BOURBON WHISKIES,Cabin Still Str Bourbon,259,Heaven Hill Distilleries Inc.,1000,12,1,,80,1987-10-01 00:00:00,96749232406,10096700000000,$5.00,7.50,60.00
1717,DECANTERS & SPECIALTY PACKAGES,Finlandia W/grapefruit Juice,85,Brown-forman Corporation,750,6,1,,80,2001-08-01 00:00:00,,,$10.57,15.86,63.43
17206,STRAIGHT BOURBON WHISKIES,Cedar Ridge Bourbon,125,Cedar Ridge Vineyardsllc,750,6,1,,80,2010-08-01 00:00:00,859824000000,10059800000000,$17.60,26.40,105.60
1725,DECANTERS & SPECIALTY PACKAGES,Grey Goose L'orange Vod Cosmo Glass Sets,192,Sidney Frank Importing Co.,750,6,1,,70,2001-08-01 00:00:00,,,$15.31,22.97,91.83
1730,DECANTERS & SPECIALTY PACKAGES,Beefeater W/2 Collins Glasses,490,Allied Domecq Spirits And Wine Usa,1750,6,1,,94,2004-08-01 00:00:00,,,$21.55,32.33,129.28
1731,DECANTERS & SPECIALTY PACKAGES,360 Vodka Holiday,300,Mccormick Distilling Company,750,6,1,,80,2010-07-14 00:00:00,85592138959,,$10.64,15.96,63.85
1735,FLAVORED VODKA,Smirnoff Flavor Twist Five Pack,260,Diageo Americas,6000,2,120,,70,2004-08-01 00:00:00,82000741664,10082000000000,$2.26,3.39,54.18
1736,DECANTERS & SPECIALTY PACKAGES,Bacardi Gold Football Clam Shell,35,Bacardi U.s.a. Inc.,750,12,1,,80,2005-09-01 00:00:00,,,$6.75,10.13,80.94
1739,DECANTERS & SPECIALTY PACKAGES,Don Q Cristal W/coca Cola,451,Serralles Usa,1750,3,1,,80,2010-12-01 00:00:00,,,$12.16,18.24,36.49
1741,DECANTERS & SPECIALTY PACKAGES,Beefeater Gin W/olives & Picks,490,Allied Domecq Spirits And Wine Usa,1750,6,1,,94,2001-08-22 00:00:00,,,$20.50,30.75,123.00
1747,DECANTERS & SPECIALTY PACKAGES,Vincent Van Gogh Vodka Gift Set,421,Sazerac Co. Inc.,750,4,1,,80,2001-08-01 00:00:00,,,$16.00,24.00,64.00
1751,DECANTERS & SPECIALTY PACKAGES,Smirnoff Vodka w/ Bloody Mary Mix,260,Diageo Americas,1750,3,1,,80,2011-12-01 00:00:00,82000758747,82000758761,$13.97,20.96,41.91
1755,DECANTERS & SPECIALTY PACKAGES,Castarede Armagnac Basket,831,Better Beverage Importers,2254,1,1,,80,2001-08-01 00:00:00,,,$55.55,83.33,55.55
17606,STRAIGHT BOURBON WHISKIES,"'"Dakota Gold '"'"sturgis'"'" Bourbon'"",387,Montana Distillers Inc.,750,12,1,,80,1996-10-01 00:00:00,,,$6.25,9.38,74.99
17656,SINGLE BARREL BOURBON WHISKIES,Distiller's Masterpiece Whiskey,65,Jim Beam Brands,750,1,1,,99,1999-10-01 00:00:00,,,$117.45,176.18,117.45
17766,SINGLE BARREL BOURBON WHISKIES,Eagle Rare,421,Sazerac Co. Inc.,750,6,1,,90,2000-11-01 00:00:00,88004021344,20088000000000,$17.16,25.74,102.94
17770,DECANTERS & SPECIALTY PACKAGES,Johnnie Walker Double Black,260,Diageo Americas,0,6,1,,80,2012-10-01 00:00:00,,,$22.47,33.71,134.79
17825,STRAIGHT BOURBON WHISKIES,Early Times 36mo Ky Str Bourbon Round,85,Brown-forman Corporation,1000,12,1,,80,2000-08-01 00:00:00,,,$4.95,7.43,59.45
17826,STRAIGHT BOURBON WHISKIES,Early Times 36 Mo Ky Str Bourbon,85,Brown-forman Corporation,750,12,1,,80,1983-05-01 00:00:00,81128010621,81128010225,$6.47,9.71,77.64
17827,STRAIGHT BOURBON WHISKIES,Early Times 36mo Ky Str Bourbon,85,Brown-forman Corporation,1000,12,1,,80,2000-08-01 00:00:00,,,$6.94,10.41,83.25
17828,STRAIGHT BOURBON WHISKIES,Early Times 36mo Ky Str Bourbon,85,Brown-forman Corporation,1750,6,1,,80,1988-06-01 00:00:00,,,$9.00,13.50,54.00
17830,STRAIGHT BOURBON WHISKIES,Early Times 36 Mo Ky Str Bourbon Pet,85,Brown-forman Corporation,1750,6,1,,80,2004-02-01 00:00:00,81128010508,81128010416,$12.31,18.47,73.81
17836,STRAIGHT BOURBON WHISKIES,Early Times Bourbon 354,85,Brown-forman Corporation,750,12,1,,80,2012-03-01 00:00:00,,,$9.46,14.19,113.48
1785,DECANTERS & SPECIALTY PACKAGES,Grey Goose Le Citron Rocks Glass Pack,192,Sidney Frank Importing Co.,750,6,1,,80,2002-08-01 00:00:00,,,$15.46,23.19,92.75
1788,DECANTERS & SPECIALTY PACKAGES,Vox Vodka With Shaker,65,Jim Beam Brands,750,6,1,,63,2002-06-01 00:00:00,,,$15.99,23.99,95.96
1791,DECANTERS & SPECIALTY PACKAGES,Chopin Vodka With Martini Shaker,305,Mhw Ltd,750,6,1,,80,2003-08-01 00:00:00,,,$15.40,23.10,92.39
17916,STRAIGHT BOURBON WHISKIES,Elijah Craig,259,Heaven Hill Distilleries Inc.,750,12,1,,94,2013-01-01 00:00:00,96749000067,10096700000000,$14.04,21.06,168.45
1793,DECANTERS & SPECIALTY PACKAGES,Christian Brothers Amber Cream Gift Set,259,Heaven Hill Distilleries Inc.,750,6,1,,34,2003-08-01 00:00:00,,,$5.86,8.79,35.16
17950,DECANTERS & SPECIALTY PACKAGES,Evan Williams Master Select Decanter,259,Heaven Hill Distilleries Inc.,750,6,1,,90,2001-08-01 00:00:00,,,$10.83,16.25,65.00
17954,STRAIGHT BOURBON WHISKIES,Evan Williams Black Label,259,Heaven Hill Distilleries Inc.,375,24,1,,86,2012-02-01 00:00:00,96749021642,96749021642,$3.19,4.79,76.50
17956,STRAIGHT BOURBON WHISKIES,Evan Williams Str Bourbon,259,Heaven Hill Distilleries Inc.,750,12,1,,86,1979-02-01 00:00:00,96749021345,10096700000000,$6.81,10.55,81.68
17957,STRAIGHT BOURBON WHISKIES,Evan Williams Bourbon,350,Luxco-cleveland,1000,12,1,,90,1999-08-01 00:00:00,,,$6.01,9.02,72.06
17958,STRAIGHT BOURBON WHISKIES,Evan Williams Yr Str Bourbon,259,Heaven Hill Distilleries Inc.,1750,6,1,,86,1991-04-01 00:00:00,96749021147,10096700000000,$13.71,21.19,82.25
1799,SPICED RUM,Captain Morgan Spiced Barrel,260,Diageo Americas,1750,6,1,,70,2013-03-01 00:00:00,82000759102,10082000000000,$18.00,27.00,107.95
18006,STRAIGHT BOURBON WHISKIES,Buffalo Trace Bourbon,421,Sazerac Co. Inc.,750,12,1,,90,2009-09-01 00:00:00,80244009236,10080200000000,$12.48,18.72,149.70
1802,DECANTERS & SPECIALTY PACKAGES,Skyy Citrus With Cosmo Mix,461,Campari(skyy),750,6,1,,70,2004-06-01 00:00:00,,,$9.49,14.24,56.92
1804,DECANTERS & SPECIALTY PACKAGES,Absolut Tri Pack Cit/mand/blu,370,Pernod Ricard Usa/austin Nichols,375,18,1,,80,2002-09-25 00:00:00,,,$5.91,8.87,106.32
18046,STRAIGHT BOURBON WHISKIES,Evan Williams Green Label,259,Heaven Hill Distilleries Inc.,750,12,1,,80,2013-02-01 00:00:00,96749021321,96749021321,$4.94,7.41,59.25
18048,STRAIGHT BOURBON WHISKIES,Evan Williams Green Label,259,Heaven Hill Distilleries Inc.,1750,6,1,,80,2013-02-01 00:00:00,96749021123,96749021123,$9.94,14.91,59.60
1808,DECANTERS & SPECIALTY PACKAGES,Bacardi Light Party Zone,35,Bacardi U.s.a. Inc.,750,12,1,,80,2002-09-01 00:00:00,,,$6.75,10.13,80.94
1809,DECANTERS & SPECIALTY PACKAGES,Skyy Citrus W/cosmo Mix,461,Campari(skyy),1750,3,1,,70,2002-09-25 00:00:00,,,$15.93,23.90,47.79
18096,STRAIGHT RYE WHISKIES,Evan Williams 1783,259,Heaven Hill Distilleries Inc.,750,12,1,,86,2014-03-01 00:00:00,96749141326,10096700000000,$9.47,14.21,113.60
1810,DECANTERS & SPECIALTY PACKAGES,Bacardi O Glass Pack,35,Bacardi U.s.a. Inc.,750,6,1,,70,2002-08-01 00:00:00,,,$7.53,11.30,45.20
18116,STRAIGHT BOURBON WHISKIES,Evan Williams Black Label Traveler,259,Heaven Hill Distilleries Inc.,750,12,1,,86,2013-04-01 00:00:00,96749021772,10096700000000,$6.81,10.55,81.68
18120,SINGLE BARREL BOURBON WHISKIES,Evan Williams Vintage,259,Heaven Hill Distilleries Inc.,750,6,1,,86,1995-02-01 00:00:00,96749750016,10096700000000,$14.97,22.46,89.80
18126,SINGLE BARREL BOURBON WHISKIES,Evan Williams Millennium Sgl. Bb. Vtg. Res.,259,Heaven Hill Distilleries Inc.,750,6,1,,86,1999-09-01 00:00:00,,,$24.53,36.80,147.15
1814,DECANTERS & SPECIALTY PACKAGES,Blackheart w/Tumbler,259,Heaven Hill Distilleries Inc.,750,6,1,,93,2012-08-01 00:00:00,96749011704,96749011704,$7.94,11.91,47.62
1815,DECANTERS & SPECIALTY PACKAGES,Cristall Vodka Blue Martini Gift W/glass,300,Mccormick Distilling Company,750,6,1,,80,2003-09-01 00:00:00,,,$12.67,19.01,75.99
1817,DECANTERS & SPECIALTY PACKAGES,Malibu With Cooler Jug,490,Allied Domecq Spirits And Wine Usa,750,6,1,,42,2003-06-01 00:00:00,,,$6.93,10.40,41.56
18186,STRAIGHT BOURBON WHISKIES,Ezra Brooks Ky Sour Mash Bourbon,434,Luxco-st Louis,750,12,1,,80,2007-03-01 00:00:00,,,$5.71,8.57,68.51
18196,STRAIGHT BOURBON WHISKIES,Ezra Brooks 50 Mo Ky Sour Mash Bourbon,434,Luxco-st Louis,750,12,1,,90,1984-11-01 00:00:00,88352110929,10088400000000,$6.84,10.26,82.00
18198,STRAIGHT BOURBON WHISKIES,Ezra Brooks Ky Sour Mash Bourbon,434,Luxco-st Louis,1750,6,1,,90,2005-07-01 00:00:00,88352110905,10088400000000,$14.34,21.51,86.00
18216,SINGLE BARREL BOURBON WHISKIES,Ezra B Single Barrel,434,Luxco-st Louis,750,6,1,,99,2014-06-01 00:00:00,88352118192,10088400000000,$21.17,31.76,127.00
18276,STRAIGHT BOURBON WHISKIES,Fighting Cock Bourbon,259,Heaven Hill Distilleries Inc.,750,12,1,,103,1998-10-01 00:00:00,,,$8.68,13.02,104.16
18277,STRAIGHT BOURBON WHISKIES,Fighting Cock Bourbon,259,Heaven Hill Distilleries Inc.,1000,12,1,,103,1998-10-01 00:00:00,,,$10.94,16.41,131.23
